bath,balcony,price,total_sqft_int,bhk,price_per_sqft
2.0,1.0,55.0,1450.0,3.0,3793.103448275862
4.0,1.5843757375501535,375.0,2500.0,4.0,15000.0
2.0,3.0,55.0,1277.0,2.0,4306.969459671104
2.0,1.0,78.0,1200.0,2.0,6500.0
2.0,1.0,34.0,945.0,2.0,3597.8835978835978
3.0,3.0,91.45,1420.0,3.0,6440.140845070423
4.0,3.0,127.0,1381.0,3.0,9196.234612599566
4.0,0.0,210.0,2424.0,3.0,8663.366336633664
3.0,1.5843757375501535,108.0,1314.0,2.0,8219.17808219178
2.0,2.0,78.0,1153.0,2.0,6764.960971379011
2.0,1.0,35.02,1265.0,1.0,2768.3794466403165
3.0,3.0,112.0,1175.0,3.0,9531.91489361702
2.0,2.0,56.0,1060.0,3.0,5283.018867924528
3.0,3.0,112.0,1278.0,3.0,8763.693270735524
2.0,2.0,59.0,1110.0,1.0,5315.315315315315
2.0,2.0,44.0,1200.0,2.0,3666.6666666666665
3.0,3.0,109.0,1738.0,4.0,6271.576524741082
2.0,3.0,60.0,2300.0,2.0,2608.695652173913
1.0,0.0,45.0,1343.0,3.0,3350.7073715562174
2.0,2.0,56.0,1017.0,2.0,5506.391347099312
3.0,1.5843757375501535,83.3,1750.0,3.0,4760.0
2.0,2.0,52.0,1056.0,3.0,4924.242424242424
2.0,2.0,48.0,1020.0,2.0,4705.882352941177
3.0,1.0,55.5,1200.0,2.0,4625.0
3.0,2.0,55.0,1220.0,2.0,4508.196721311476
2.0,1.0,38.65,1063.0,2.0,3635.936030103481
2.0,2.0,42.0,1634.0,2.0,2570.3794369645043
2.0,2.0,53.0,1310.0,2.0,4045.8015267175574
2.0,2.0,45.5,1000.0,2.0,4550.0
1.0,0.0,50.0,1020.0,2.0,4901.9607843137255
2.0,2.0,46.0,1199.0,1.0,3836.5304420350294
3.0,1.0,66.0,1140.0,2.0,5789.473684210527
3.0,0.0,75.0,2400.0,2.0,3125.0
2.0,3.0,43.0,1250.0,1.0,3440.0
2.0,2.0,75.0,1050.0,2.0,7142.857142857143
3.0,1.5843757375501535,75.0,1143.0,2.0,6561.679790026246
2.0,3.0,45.0,1194.0,2.0,3768.8442211055276
2.0,1.0,58.58,1595.0,2.0,3672.7272727272725
2.0,2.0,70.0,1295.0,1.0,5405.405405405405
2.0,1.0,45.0,1205.0,2.0,3734.4398340248963
3.0,2.0,60.0,1092.0,2.0,5494.505494505494
2.0,2.0,50.0,1125.0,2.0,4444.444444444444
2.0,2.0,60.0,1325.0,2.0,4528.301886792453
2.0,1.0,39.5,1200.0,2.0,3291.6666666666665
2.0,2.0,68.0,1489.0,2.0,4566.823371390195
2.0,1.0,55.0,2650.0,4.0,2075.4716981132074
1.0,0.0,38.0,1390.0,2.0,2733.8129496402876
2.0,1.0,65.0,1475.0,2.0,4406.779661016949
2.0,1.0,39.0,1282.0,2.0,3042.121684867395
2.0,1.0,58.0,1398.0,2.0,4148.783977110157
1.0,0.0,36.0,1005.0,2.0,3582.089552238806
2.0,1.0,48.0,1200.0,2.0,4000.0
2.0,1.0,60.0,3800.0,2.0,1578.9473684210527
2.0,1.0,50.0,1200.0,3.0,4166.666666666667
2.0,1.0,62.0,3990.0,4.0,1553.8847117794487
1.0,0.0,35.0,4000.0,10.0,875.0
2.0,1.0,45.0,1416.0,2.0,3177.9661016949153
2.0,1.0,60.0,1500.0,4.0,4000.0
2.0,2.0,80.0,1360.0,2.0,5882.35294117647
2.0,2.0,50.0,1482.0,2.0,3373.8191632928474
3.0,3.0,92.0,1235.0,2.0,7449.392712550607
2.0,1.0,25.4,1200.0,1.0,2116.6666666666665
3.0,3.0,105.0,1987.0,4.0,5284.348263714142
2.0,2.0,81.5,1320.0,3.0,6174.242424242424
2.0,0.0,64.0,1009.0,1.0,6342.913776015857
2.0,1.0,27.0,1140.0,3.0,2368.4210526315787
2.0,1.0,78.0,1500.0,2.0,5200.0
2.0,1.0,40.0,1015.0,2.0,3940.886699507389
2.0,1.0,70.0,1100.0,2.0,6363.636363636364
2.0,2.0,76.0,1350.0,3.0,5629.62962962963
2.0,2.0,100.0,1893.0,3.0,5282.620179609086
1.0,1.0,39.0,1220.0,2.0,3196.72131147541
3.0,3.0,100.0,3000.0,2.0,3333.3333333333335
3.0,2.0,89.0,1141.0,2.0,7800.175284837862
2.0,2.0,35.0,1322.0,2.0,2647.50378214826
2.0,1.0,40.0,907.0,2.0,4410.143329658214
2.0,3.0,48.0,1431.0,1.0,3354.2976939203354
2.0,2.0,95.0,1600.0,3.0,5937.5
2.0,2.0,85.0,1200.0,3.0,7083.333333333333
3.0,2.0,78.0,1965.0,2.0,3969.4656488549617
2.0,2.0,70.0,1284.0,1.0,5451.71339563863
3.0,2.0,70.0,1430.0,3.0,4895.104895104895
2.0,2.0,71.0,1075.0,3.0,6604.6511627906975
2.0,2.0,48.0,1495.0,1.0,3210.7023411371238
2.0,2.0,51.0,1322.0,3.0,3857.7912254160365
2.0,3.0,42.0,1140.0,2.0,3684.2105263157896
2.0,2.0,35.0,1350.0,1.0,2592.5925925925926
2.0,2.0,50.0,1333.0,3.0,3750.9377344336085
2.0,3.0,65.0,1460.0,4.0,4452.054794520548
3.0,2.0,150.0,1288.0,2.0,11645.962732919255
2.0,1.0,48.0,1269.0,2.0,3782.5059101654847
2.0,1.0,65.0,934.0,2.0,6959.314775160599
2.0,2.0,65.0,1310.0,2.0,4961.832061068702
2.0,1.0,60.0,1100.0,2.0,5454.545454545455
4.0,1.0,165.0,1200.0,3.0,13750.0
2.0,1.0,70.0,700.0,2.0,10000.0
2.0,1.0,60.0,5080.0,2.0,1181.1023622047244
2.0,1.0,75.0,1625.0,4.0,4615.384615384615
2.0,0.0,60.0,2400.0,2.0,2500.0
2.0,2.0,52.0,3600.0,2.0,1444.4444444444443
1.0,0.0,30.0,2439.0,3.0,1230.0123001230013
2.0,1.0,80.0,1600.0,3.0,5000.0
2.0,0.0,43.0,1680.0,3.0,2559.5238095238096
1.0,1.0,33.0,2400.0,3.0,1375.0
2.0,1.0,39.0,1062.0,2.0,3672.316384180791
2.0,1.0,55.0,1880.0,2.0,2925.531914893617
2.0,1.0,45.0,1925.0,2.0,2337.6623376623374
2.0,1.0,37.0,1050.0,2.0,3523.809523809524
2.0,1.0,44.0,1060.0,2.0,4150.943396226415
2.0,1.0,39.0,1340.0,1.0,2910.4477611940297
2.0,1.0,37.01,1346.0,1.0,2749.6285289747398
2.0,1.0,39.0,1300.0,2.0,3000.0
2.0,1.0,49.0,1500.0,2.0,3266.6666666666665
2.0,1.0,39.0,1830.0,4.0,2131.1475409836066
2.0,1.0,49.0,1362.0,2.0,3597.650513950073
2.0,1.0,51.5,1195.0,3.0,4309.623430962343
2.0,2.0,55.0,1460.0,2.0,3767.123287671233
3.0,1.0,60.0,1125.0,3.0,5333.333333333333
1.0,0.0,59.0,1452.0,3.0,4063.3608815426996
4.0,1.0,150.0,1458.0,3.0,10288.0658436214
2.0,1.0,50.0,1800.0,2.0,2777.777777777778
2.0,2.0,80.0,3600.0,3.0,2222.222222222222
3.0,2.0,80.0,1500.0,4.0,5333.333333333333
2.0,2.0,24.5,1470.0,2.0,1666.6666666666667
2.0,1.0,33.0,1200.0,2.0,2750.0
1.0,0.0,18.41,1535.0,2.0,1199.3485342019544
2.0,1.0,29.0,1246.0,2.0,2327.4478330658108
2.0,1.0,66.0,1901.0,4.0,3471.8569174118884
2.0,1.0,31.5,1112.0,2.0,2832.73381294964
2.0,2.0,34.63,1132.0,3.0,3059.187279151944
2.0,2.0,25.79,1250.0,3.0,2063.2
1.0,2.0,25.75,825.0,2.0,3121.212121212121
2.0,1.0,34.13,1216.0,3.0,2806.743421052632
2.0,2.0,37.0,1305.0,3.0,2835.2490421455936
2.0,1.0,40.5,1310.0,3.0,3091.6030534351144
2.0,2.0,35.0,2700.0,2.0,1296.2962962962963
1.0,1.0,18.5,1700.0,2.0,1088.235294117647
2.0,1.0,125.0,1400.0,2.0,8928.57142857143
3.0,0.0,99.0,1650.0,3.0,6000.0
4.0,2.0,90.0,1090.0,3.0,8256.880733944954
3.0,3.0,75.0,1260.0,3.0,5952.380952380952
1.0,1.0,36.0,1375.0,2.0,2618.181818181818
2.0,1.0,46.0,1480.0,2.0,3108.108108108108
2.0,1.0,45.2,1150.0,2.0,3930.4347826086955
3.0,1.0,75.0,1500.0,2.0,5000.0
2.0,2.0,64.0,1199.0,3.0,5337.781484570475
2.0,2.0,55.0,1106.0,2.0,4972.875226039783
2.0,1.0,59.0,1160.0,3.0,5086.206896551724
2.0,2.0,39.0,1804.0,2.0,2161.8625277161864
2.0,2.0,70.0,1090.0,2.0,6422.018348623853
2.0,2.0,65.0,1145.0,2.0,5676.855895196507
2.0,2.0,62.38,1175.0,3.0,5308.936170212766
3.0,1.0,75.0,1136.0,2.0,6602.112676056338
2.0,3.0,51.1,1030.0,2.0,4961.165048543689
2.0,1.0,66.0,1830.0,1.0,3606.55737704918
1.0,0.0,35.475,1200.0,2.0,2956.25
2.0,2.0,91.79,1330.74,2.0,6897.665960292769
3.0,2.0,88.0,1060.0,2.0,8301.88679245283
3.0,3.0,67.0,850.0,2.0,7882.35294117647
3.0,3.0,64.5,1000.0,2.0,6450.0
2.0,3.0,75.0,1122.5,2.0,6681.5144766147
1.0,1.0,26.0,918.0,1.0,2832.244008714597
3.0,2.0,86.58,1128.0,2.0,7675.531914893617
3.0,3.0,64.5,1115.0,2.0,5784.7533632286995
2.0,2.0,58.0,1130.0,3.0,5132.743362831859
3.0,2.0,115.0,1352.0,2.0,8505.917159763314
3.0,2.0,95.84,1500.0,2.0,6389.333333333333
2.0,1.0,85.0,1626.0,3.0,5227.552275522755
3.0,1.0,76.85,1220.0,3.0,6299.180327868852
2.0,3.0,89.06,1130.0,1.0,7881.41592920354
2.0,1.0,54.54,2400.0,1.0,2272.5
3.0,2.0,69.0,1161.0,3.0,5943.152454780362
3.0,3.0,60.98,1220.0,3.0,4998.360655737705
2.0,2.0,79.9,1310.0,2.0,6099.236641221375
3.0,1.0,99.0,1550.0,3.0,6387.096774193548
2.0,3.0,80.0,1050.0,1.0,7619.047619047619
3.0,2.0,113.0,1632.0,2.0,6924.019607843137
2.0,2.0,71.5,1550.0,3.0,4612.903225806452
2.0,2.0,58.0,1210.0,3.0,4793.388429752066
2.0,2.0,60.0,946.0,2.0,6342.494714587738
2.0,1.0,89.76,1155.0,1.0,7771.428571428572
2.0,3.0,64.39,900.0,2.0,7154.444444444444
3.0,2.0,82.0,1540.0,3.0,5324.675324675325
3.0,2.0,95.0,1290.0,3.0,7364.341085271318
3.0,2.0,86.91,1500.0,2.0,5794.0
3.0,2.0,86.58,1850.0,3.0,4680.0
2.0,3.0,95.0,1466.0,3.0,6480.218281036835
2.0,2.0,85.0,1350.0,3.0,6296.2962962962965
2.0,1.0,89.0,1200.0,2.0,7416.666666666667
3.0,3.0,60.98,1000.0,2.0,6098.0
2.0,1.0,59.0,1199.0,3.0,4920.767306088407
2.0,2.0,63.22,1084.0,2.0,5832.103321033211
3.0,3.0,65.93,1445.0,3.0,4562.6297577854675
2.0,1.0,65.0,780.0,1.0,8333.333333333334
2.0,2.0,70.18,1008.0,2.0,6962.301587301588
2.0,1.0,105.0,1904.0,5.0,5514.705882352941
3.0,2.0,69.0,1115.0,3.0,6188.340807174888
3.0,1.0,69.0,900.0,2.0,7666.666666666667
2.0,1.0,65.0,1200.0,3.0,5416.666666666667
3.0,2.0,78.0,1050.0,3.0,7428.571428571428
2.0,1.0,107.0,1250.0,3.0,8560.0
2.0,3.0,69.0,1075.0,3.0,6418.604651162791
3.0,3.0,105.0,1843.0,4.0,5697.232772653283
2.0,1.0,89.63,1276.0,2.0,7024.294670846395
3.0,3.0,105.0,1275.0,2.0,8235.29411764706
3.0,1.5843757375501535,95.0,1200.0,2.0,7916.666666666667
3.0,3.0,65.0,1090.0,2.0,5963.302752293578
3.0,1.0,89.0,1215.0,3.0,7325.102880658436
2.0,2.0,55.0,1157.0,2.0,4753.673292999136
2.0,0.0,52.5,1020.0,2.0,5147.058823529412
2.0,2.0,54.5,1075.0,2.0,5069.767441860465
3.0,1.0,139.0,1770.0,4.0,7853.107344632768
2.0,1.0,55.0,650.0,1.0,8461.538461538461
3.0,1.0,107.0,1142.0,2.0,9369.52714535902
3.0,1.0,129.0,1700.0,4.0,7588.235294117647
2.0,2.0,56.0,900.0,2.0,6222.222222222223
3.0,2.0,190.0,1240.0,3.0,15322.58064516129
2.0,1.0,65.0,1200.0,2.0,5416.666666666667
3.0,3.0,115.0,1345.0,2.0,8550.185873605948
3.0,2.0,165.0,1171.0,2.0,14090.520922288642
2.0,2.0,58.06,1000.0,2.0,5806.0
3.0,1.0,105.0,1167.0,2.0,8997.429305912596
4.0,3.0,110.0,1670.0,3.0,6586.826347305389
2.0,3.0,40.32,850.0,2.0,4743.529411764706
2.0,2.0,78.0,1200.0,2.0,6500.0
3.0,2.0,88.0,1635.0,2.0,5382.262996941896
3.0,1.0,200.0,4000.0,2.0,5000.0
3.0,2.0,82.5,6200.0,2.0,1330.6451612903227
3.0,0.0,89.0,1200.0,2.0,7416.666666666667
3.0,2.0,82.0,800.0,2.0,10250.0
4.0,3.0,110.0,1100.0,3.0,10000.0
3.0,2.0,116.0,1500.0,2.0,7733.333333333333
2.0,1.0,61.2,1080.0,1.0,5666.666666666667
3.0,2.0,151.0,1200.0,3.0,12583.333333333334
3.0,1.0,95.0,1570.0,2.0,6050.955414012738
2.0,1.0,50.3,1874.0,2.0,2684.0981856990393
3.0,3.0,110.0,1404.0,4.0,7834.757834757835
3.0,2.0,123.0,1751.0,2.0,7024.557395773843
2.0,2.0,59.8,1711.0,2.0,3495.032144944477
3.0,2.0,104.0,1140.0,3.0,9122.807017543859
4.0,3.0,272.0,2065.0,3.0,13171.912832929782
3.0,1.0,69.0,4000.0,2.0,1725.0
3.0,3.0,82.0,1500.0,2.0,5466.666666666667
3.0,1.0,184.0,1385.0,2.0,13285.198555956678
2.0,2.0,55.0,1360.0,2.0,4044.1176470588234
2.0,2.0,83.0,1125.0,3.0,7377.777777777777
2.0,1.0,69.0,1370.0,1.0,5036.496350364963
3.0,2.0,132.0,1200.0,2.0,11000.0
2.0,1.0,78.0,1200.0,2.0,6500.0
3.0,0.0,105.0,1000.0,2.0,10500.0
2.0,2.0,67.0,1600.0,2.0,4187.5
2.0,3.0,38.4,8000.0,2.0,480.0
2.0,3.0,85.0,2800.0,2.0,3035.714285714286
2.0,2.0,55.0,1100.0,2.0,5000.0
2.0,1.0,68.0,1513.0,2.0,4494.38202247191
2.0,1.0,65.0,936.0,2.0,6944.444444444444
3.0,1.0,150.0,1188.0,2.0,12626.262626262625
3.0,3.0,79.0,4800.0,2.0,1645.8333333333333
3.0,2.0,142.0,1310.0,2.0,10839.69465648855
3.0,1.0,110.0,2400.0,2.0,4583.333333333333
2.0,2.0,80.0,1200.0,2.0,6666.666666666667
4.0,1.0,80.0,1175.0,3.0,6808.510638297872
3.0,1.5843757375501535,125.0,1925.0,3.0,6493.506493506494
2.0,2.0,92.0,1170.0,3.0,7863.247863247863
3.0,3.0,80.0,1000.0,2.0,8000.0
3.0,2.0,88.5,1596.0,3.0,5545.112781954887
2.0,2.0,80.0,1450.0,3.0,5517.241379310345
2.0,2.0,65.0,1200.0,2.0,5416.666666666667
2.0,3.0,80.0,1231.0,3.0,6498.781478472786
3.0,1.0,125.0,1574.0,2.0,7941.550190597204
2.0,2.0,58.0,1190.0,3.0,4873.949579831933
3.0,2.0,110.0,1175.0,2.0,9361.702127659575
2.0,0.0,58.0,1355.0,3.0,4280.442804428044
2.0,2.0,66.0,3000.0,3.0,2200.0
2.0,2.0,165.0,1200.0,3.0,13750.0
2.0,1.0,68.75,1563.0,3.0,4398.592450415867
2.0,2.0,75.08,1800.0,3.0,4171.111111111111
2.0,1.0,80.99,1339.0,3.0,6048.543689320388
2.0,2.0,76.45,1750.0,3.0,4368.571428571428
2.0,2.0,68.75,1427.0,3.0,4817.799579537491
2.0,3.0,73.43,2400.0,2.0,3059.583333333334
3.0,2.0,77.99,1580.0,3.0,4936.0759493670885
3.0,2.0,80.99,1555.0,3.0,5208.3601286173625
2.0,2.0,69.49,1100.0,3.0,6317.272727272726
2.0,1.0,68.75,1300.0,3.0,5288.461538461538
2.0,0.0,69.99,2150.0,2.0,3255.348837209302
1.0,0.0,70.0,1505.0,3.0,4651.162790697675
2.0,2.0,52.0,1000.0,2.0,5200.0
2.0,2.0,50.0,1187.0,2.0,4212.299915754002
2.0,2.0,45.0,1798.0,2.0,2502.780867630701
2.0,3.0,53.0,1804.0,2.0,2937.9157427937917
2.0,2.0,42.0,1355.0,2.0,3099.630996309963
2.0,2.0,60.0,1075.0,3.0,5581.395348837209
2.0,1.0,60.0,1255.0,3.0,4780.876494023904
2.0,0.0,78.0,1635.0,2.0,4770.642201834862
2.0,2.0,87.0,1540.0,2.0,5649.350649350649
2.0,2.0,68.0,1310.0,2.0,5190.839694656489
2.0,3.0,70.0,1296.0,3.0,5401.234567901234
2.0,1.0,59.0,1139.0,3.0,5179.982440737489
3.0,3.0,85.0,1740.0,3.0,4885.057471264367
3.0,3.0,155.0,1620.0,2.0,9567.901234567902
3.0,2.0,65.0,2000.0,2.0,3250.0
2.0,2.0,58.0,1592.0,3.0,3643.21608040201
1.0,1.0,45.0,1155.0,3.0,3896.103896103896
2.0,2.0,58.0,1308.0,3.0,4434.250764525994
2.0,2.0,69.0,1374.0,3.0,5021.8340611353715
1.0,1.0,45.0,1100.0,3.0,4090.909090909091
2.0,2.0,60.0,1040.0,2.0,5769.2307692307695
1.0,1.0,35.0,1065.0,2.0,3286.3849765258215
2.0,2.0,52.0,1350.0,3.0,3851.8518518518517
2.0,2.0,57.0,1025.0,2.0,5560.975609756098
1.0,1.0,15.0,600.0,1.0,2500.0
2.0,3.0,64.0,1100.0,2.0,5818.181818181818
2.0,1.0,38.0,1125.0,3.0,3377.777777777778
2.0,2.0,50.0,1205.0,2.0,4149.377593360996
2.0,0.0,58.0,2700.0,2.0,2148.1481481481483
2.0,2.0,38.0,3606.0,2.0,1053.7992235163615
2.0,1.0,31.0,2400.0,2.0,1291.6666666666667
3.0,3.0,48.0,1340.0,2.0,3582.089552238806
2.0,2.0,40.6,1680.0,2.0,2416.6666666666665
2.0,1.0,49.0,1575.0,3.0,3111.1111111111113
2.0,2.0,40.6,1220.0,2.0,3327.8688524590166
2.0,2.0,50.0,1326.0,3.0,3770.739064856712
2.0,2.0,40.0,1325.0,3.0,3018.867924528302
2.0,2.0,37.0,1145.0,2.0,3231.4410480349343
1.0,1.0,19.5,1800.0,2.0,1083.3333333333333
2.0,2.0,45.0,1800.0,2.0,2500.0
2.0,0.0,30.0,1339.0,1.0,2240.4779686333086
1.0,1.0,25.0,1221.0,2.0,2047.5020475020474
1.0,1.0,17.0,1025.0,2.0,1658.5365853658536
3.0,1.0,90.0,1200.0,3.0,7500.0
2.0,1.0,35.5,1200.0,2.0,2958.3333333333335
3.0,2.0,80.0,1107.83,3.0,7221.3245714595205
2.0,0.0,58.0,1240.0,2.0,4677.419354838709
2.0,1.0,25.0,1200.0,2.0,2083.3333333333335
2.0,1.0,36.5,1200.0,3.0,3041.6666666666665
1.0,1.0,18.0,1200.0,2.0,1500.0
1.0,1.0,14.0,1516.0,2.0,923.4828496042217
2.0,2.0,43.57,2375.0,2.0,1834.5263157894738
2.0,1.0,30.27,1020.0,1.0,2967.6470588235293
2.0,2.0,63.0,1200.0,3.0,5250.0
1.0,0.0,52.0,1257.0,2.0,4136.833731105808
2.0,2.0,53.5,3508.0,7.0,1525.085518814139
1.0,1.0,18.0,1200.0,1.0,1500.0
1.0,1.0,15.0,1180.0,2.0,1271.1864406779662
1.0,1.0,25.0,1777.26,2.0,1406.6596896346061
2.0,1.0,50.0,1185.0,2.0,4219.4092827004215
2.0,2.0,40.6,1150.0,3.0,3530.4347826086955
1.0,1.0,16.75,1747.0,2.0,958.7864911276474
2.0,0.0,30.0,1170.0,3.0,2564.102564102564
2.0,0.0,42.0,1224.0,3.0,3431.372549019608
1.0,1.0,30.0,1250.0,2.0,2400.0
2.0,1.0,25.0,1128.0,2.0,2216.3120567375886
2.0,2.0,43.0,1100.0,3.0,3909.090909090909
2.0,1.0,26.0,1200.0,2.0,2166.6666666666665
2.0,2.0,50.0,1090.0,3.0,4587.155963302752
2.0,1.0,65.0,1600.0,4.0,4062.5
2.0,3.0,42.0,1776.0,2.0,2364.864864864865
2.0,3.0,39.0,1012.0,2.0,3853.7549407114625
2.0,2.0,42.0,1145.0,3.0,3668.122270742358
2.0,2.0,49.0,3400.0,5.0,1441.1764705882354
2.0,1.0,28.57,1057.0,2.0,2702.932828760643
2.0,1.0,32.0,1511.0,3.0,2117.802779616148
2.0,2.0,28.0,1530.0,3.0,1830.0653594771243
2.0,1.0,30.0,1670.0,3.0,1796.4071856287426
2.0,2.0,39.0,1444.0,2.0,2700.831024930748
3.0,2.0,41.0,1070.0,2.0,3831.7757009345796
1.0,1.0,19.5,1029.5,2.0,1894.1233608547839
2.0,2.0,32.0,1250.0,3.0,2560.0
2.0,2.0,42.0,1200.0,2.0,3500.0
2.0,1.0,33.0,1377.0,2.0,2396.5141612200437
3.0,1.0,42.0,1500.0,3.0,2800.0
3.0,1.0,150.0,2000.0,3.0,7500.0
2.0,2.0,125.0,1350.0,3.0,9259.25925925926
3.0,3.0,160.0,2250.0,3.0,7111.111111111111
2.0,3.0,100.0,1090.0,2.0,9174.311926605504
3.0,1.0,88.0,1160.0,2.0,7586.206896551724
2.0,2.0,27.0,1113.0,2.0,2425.876010781671
2.0,2.0,31.5,1221.0,2.0,2579.8525798525798
3.0,1.0,184.0,1200.0,2.0,15333.333333333334
2.0,1.0,59.0,1780.0,2.0,3314.6067415730336
2.0,2.0,59.0,1464.0,2.0,4030.054644808743
3.0,2.0,75.0,1205.0,3.0,6224.066390041494
2.0,1.0,41.0,1140.0,3.0,3596.4912280701756
1.0,2.0,38.0,1080.0,2.0,3518.5185185185187
2.0,3.0,48.0,1174.0,3.0,4088.5860306643954
2.0,2.0,85.0,1105.0,3.0,7692.307692307692
2.0,2.0,65.0,1200.0,2.0,5416.666666666667
2.0,2.0,66.0,1020.0,1.0,6470.588235294118
2.0,1.0,45.0,2500.0,3.0,1800.0
2.0,2.0,38.5,1100.0,3.0,3500.0
2.0,2.0,57.0,1070.0,3.0,5327.102803738318
2.0,1.0,42.0,1450.0,3.0,2896.551724137931
2.0,1.0,34.0,1365.0,3.0,2490.842490842491
2.0,2.0,53.0,1495.0,2.0,3545.150501672241
2.0,3.0,59.0,2180.0,2.0,2706.422018348624
3.0,3.0,66.0,1165.0,3.0,5665.2360515021455
2.0,1.0,50.0,1200.0,3.0,4166.666666666667
2.0,2.0,55.0,1600.0,3.0,3437.5
3.0,0.0,65.0,1540.0,3.0,4220.779220779221
2.0,2.0,56.0,1397.0,3.0,4008.589835361489
2.0,1.0,55.0,1027.0,2.0,5355.404089581305
2.0,1.0,51.0,925.0,1.0,5513.513513513513
3.0,2.0,65.0,1225.0,2.0,5306.122448979592
2.0,1.0,38.0,1240.0,2.0,3064.516129032258
3.0,2.0,80.0,1200.0,3.0,6666.666666666667
2.0,1.0,33.66,1247.0,2.0,2699.2782678428225
2.0,2.0,48.0,2340.0,3.0,2051.2820512820513
1.0,1.0,53.0,2400.0,2.0,2208.3333333333335
3.0,2.0,150.0,7800.0,3.0,1923.076923076923
1.0,0.0,55.0,1710.0,2.0,3216.374269005848
1.0,1.0,28.0,1215.0,3.0,2304.5267489711932
3.0,2.0,85.0,1300.0,2.0,6538.461538461538
5.0,3.0,335.0,1500.0,4.0,22333.333333333332
3.0,2.0,130.0,1449.0,2.0,8971.704623878537
2.0,1.0,150.0,1157.0,2.0,12964.563526361278
3.0,1.5843757375501535,81.0,910.0,2.0,8901.098901098901
1.0,1.0,17.0,1244.0,2.0,1366.5594855305467
3.0,2.0,88.0,1207.0,2.0,7290.803645401823
2.0,3.0,73.95,4111.0,4.0,1798.8324008756992
2.0,1.0,51.99,1680.0,2.0,3094.6428571428573
2.0,1.0,50.66,1632.0,2.0,3104.1666666666665
1.0,0.0,36.0,987.0,2.0,3647.41641337386
2.0,2.0,50.66,1200.0,2.0,4221.666666666667
2.0,2.0,50.66,1330.0,2.0,3809.0225563909776
3.0,2.0,120.0,2061.0,3.0,5822.416302765648
1.0,1.0,30.84,1349.0,2.0,2286.1378799110453
2.0,1.0,55.55,1655.0,2.0,3356.4954682779457
2.0,1.0,53.33,1050.0,3.0,5079.047619047619
3.0,3.0,73.0,1070.0,2.0,6822.429906542056
2.0,1.0,73.0,1052.0,2.0,6939.163498098859
4.0,3.0,160.0,1181.0,3.0,13547.840812870449
2.0,1.0,130.0,720.0,2.0,18055.555555555555
2.0,3.0,180.0,1730.0,2.0,10404.624277456647
2.0,2.0,85.0,1200.0,2.0,7083.333333333333
2.0,2.0,35.0,1050.0,3.0,3333.3333333333335
2.0,2.0,130.0,4000.0,6.0,3250.0
2.0,1.0,57.0,1200.0,3.0,4750.0
2.0,1.0,50.0,1180.0,3.0,4237.28813559322
3.0,1.0,48.0,1315.0,3.0,3650.1901140684413
2.0,3.0,90.0,984.0,2.0,9146.341463414634
2.0,1.0,165.0,1200.0,2.0,13750.0
3.0,2.0,160.0,1460.0,2.0,10958.90410958904
2.0,0.0,65.0,1875.0,2.0,3466.6666666666665
1.0,1.0,110.0,1020.0,2.0,10784.313725490196
2.0,3.0,155.0,2900.0,2.0,5344.827586206897
2.0,2.0,119.0,1165.0,2.0,10214.59227467811
2.0,1.0,75.2,1360.0,2.0,5529.411764705882
3.0,1.5843757375501535,210.0,2000.0,2.0,10500.0
2.0,1.0,200.0,1749.0,3.0,11435.105774728416
3.0,2.0,286.0,1760.0,3.0,16250.0
3.0,3.0,290.0,1200.0,3.0,24166.666666666668
3.0,3.0,150.0,1110.0,2.0,13513.513513513513
2.0,1.0,150.0,1216.0,3.0,12335.526315789473
2.0,2.0,110.0,1500.0,2.0,7333.333333333333
2.0,0.0,115.0,1140.0,2.0,10087.719298245614
3.0,1.0,135.0,921.0,2.0,14657.980456026058
3.0,1.0,200.0,1459.0,2.0,13708.019191226867
2.0,1.0,160.0,1050.0,3.0,15238.095238095239
2.0,1.0,165.0,1190.0,2.0,13865.546218487394
2.0,1.0,179.0,1689.0,1.0,10597.986974541149
2.0,2.0,100.0,745.0,2.0,13422.818791946309
2.0,1.0,120.0,1335.0,2.0,8988.76404494382
3.0,3.0,98.0,2275.0,2.0,4307.692307692308
2.0,1.0,160.0,1450.0,2.0,11034.48275862069
3.0,3.0,250.0,1296.0,3.0,19290.123456790123
2.0,2.0,95.0,1027.0,2.0,9250.243427458618
3.0,1.0,170.0,1200.0,2.0,14166.666666666666
3.0,2.0,260.0,1571.0,3.0,16549.968173138128
2.0,0.0,140.0,1198.0,2.0,11686.143572621035
2.0,1.0,48.23,1150.0,2.0,4193.913043478261
2.0,2.0,40.0,785.0,2.0,5095.541401273886
2.0,0.0,60.0,1160.0,3.0,5172.413793103448
2.0,1.0,47.88,1080.0,2.0,4433.333333333333
2.0,2.0,39.8,900.0,2.0,4422.222222222222
2.0,2.0,39.85,1410.0,2.0,2826.241134751773
2.0,2.0,38.6,1000.0,1.0,3860.0
2.0,2.0,42.0,1200.0,2.0,3500.0
2.0,2.0,37.0,925.0,2.0,4000.0
2.0,1.0,51.0,1200.0,2.0,4250.0
3.0,1.5843757375501535,110.0,1612.0,3.0,6823.821339950372
3.0,1.0,70.0,800.0,2.0,8750.0
3.0,2.0,105.0,1665.0,3.0,6306.306306306306
3.0,3.0,76.0,1200.0,3.0,6333.333333333333
